road_id,day_id,time_id,speed
1,32,1,38.647
1,32,2,22.918000000000006
1,32,3,27.709
1,32,4,39.01300000000001
1,32,5,43.06100000000001
1,32,6,30.298
1,32,7,26.646
1,32,8,26.378
1,32,9,22.939
1,32,10,22.51
1,32,11,16.257
1,32,12,18.396
1,32,13,20.516
1,32,14,40.884
1,32,15,46.968
1,32,16,46.445
1,32,17,44.789
1,32,18,49.348
1,32,19,47.629
1,32,20,46.135
1,32,21,46.86600000000001
1,32,22,48.52
1,32,23,44.188
1,32,24,43.485
1,32,25,44.305
1,32,26,43.938
1,32,27,44.692
1,32,28,44.385
1,32,29,43.879
1,32,30,46.345
1,32,31,45.908
1,32,32,45.048
1,32,33,45.703
1,32,34,43.971
1,32,35,44.889
1,32,36,43.764
1,32,37,41.574
1,32,38,40.213
1,32,39,42.743
1,32,40,43.992
1,32,41,43.293
1,32,42,44.04600000000001
1,32,43,38.789
1,32,44,35.799
1,32,45,39.569
1,32,46,37.955
1,32,47,32.311
1,32,48,33.176
1,32,49,37.109
1,32,50,37.883
1,32,51,36.811
1,32,52,35.292
1,32,53,37.908
1,32,54,36.117
1,32,55,36.352
1,32,56,26.48
1,32,57,20.255
1,32,58,18.631
1,32,59,15.52
1,32,60,12.114
1,32,61,17.049
1,32,62,22.036
1,32,63,26.411
1,32,64,25.414
1,32,65,33.046
1,32,66,36.761
1,32,67,36.622
1,32,68,34.255
1,32,69,34.714
1,32,70,36.896
1,32,71,37.19
1,32,72,36.271
1,32,73,30.702
1,32,74,33.735
1,32,75,34.893
1,32,76,39.555
1,32,77,40.668
1,32,78,40.61
1,32,79,40.521
1,32,80,39.738
1,32,81,36.315
1,32,82,38.344
1,32,83,37.051
1,32,84,36.675
1,32,85,33.577
1,32,86,35.255
1,32,87,34.72
1,32,88,34.615
1,32,89,32.391
1,32,90,35.067
1,32,91,34.258
1,32,92,34.312
1,32,93,33.499
1,32,94,33.891
1,32,95,36.38
1,32,96,36.179
1,32,97,35.025
1,32,98,33.836
1,32,99,34.448
1,32,100,34.333
1,32,101,33.206
1,32,102,31.683000000000003
1,32,103,29.426
1,32,104,25.852
1,32,105,24.49
1,32,106,21.242
1,32,107,19.74
1,32,108,18.455
1,32,109,20.72
1,32,110,20.999
1,32,111,22.405
1,32,112,20.46
1,32,113,16.153
1,32,114,13.289
1,32,115,16.85
1,32,116,15.939
1,32,117,19.816
1,32,118,21.338
1,32,119,20.902
1,32,120,18.568
1,32,121,25.162
1,32,122,28.939
1,32,123,31.223000000000006
1,32,124,33.894
1,32,125,35.76300000000001
1,32,126,35.496
1,32,127,33.626999999999995
1,32,128,35.099000000000004
1,32,129,35.827
1,32,130,34.215
1,32,131,33.552
1,32,132,36.902
1,32,133,38.624
1,32,134,38.965
1,32,135,38.05
1,32,136,26.102
1,32,137,38.324
1,32,138,40.206
1,32,139,40.704
1,32,140,41.393
1,32,141,40.826
1,32,142,41.113
1,32,143,42.975
1,32,144,41.716
1,33,1,42.048
1,33,2,43.31800000000001
1,33,3,44.01300000000001
1,33,4,42.591
1,33,5,44.44600000000001
1,33,6,43.306
1,33,7,44.45
1,33,8,46.261
1,33,9,45.272
1,33,10,48.093
1,33,11,46.969
1,33,12,47.488
1,33,13,48.258
1,33,14,46.569
1,33,15,46.142
1,33,16,45.706
1,33,17,47.868
1,33,18,46.01300000000001
1,33,19,47.956
1,33,20,46.066
1,33,21,46.742
1,33,22,45.45399999999999
1,33,23,45.627
1,33,24,49.28
1,33,25,46.534
1,33,26,46.06399999999999
1,33,27,45.07100000000001
1,33,28,45.37
1,33,29,45.006
1,33,30,45.401
1,33,31,42.75899999999999
1,33,32,43.51600000000001
1,33,33,44.61600000000001
1,33,34,43.724
1,33,35,42.129
1,33,36,46.051
1,33,37,45.234
1,33,38,39.739
1,33,39,41.052
1,33,40,41.909
1,33,41,40.802
1,33,42,39.995
1,33,43,38.701
1,33,44,37.064
1,33,45,37.392
1,33,46,35.268
1,33,47,36.298
1,33,48,37.935
1,33,49,38.227
1,33,50,37.184
1,33,51,35.746
1,33,52,36.594
1,33,53,36.862
1,33,54,37.082
1,33,55,36.856
1,33,56,36.55
1,33,57,37.622
1,33,58,36.905
1,33,59,34.853
1,33,60,37.163
1,33,61,37.621
1,33,62,35.071
1,33,63,34.786
1,33,64,35.543
1,33,65,33.519
1,33,66,36.386
1,33,67,37.008
1,33,68,35.94300000000001
1,33,69,36.569
1,33,70,37.141
1,33,71,36.444
1,33,72,35.052
1,33,73,37.207
1,33,74,37.444
1,33,75,37.94300000000001
1,33,76,39.325
1,33,77,40.667
1,33,78,38.798
1,33,79,39.604
1,33,80,39.145
1,33,81,38.308
1,33,82,37.647
1,33,83,34.884
1,33,84,35.521
1,33,85,35.591
1,33,86,31.511
1,33,87,32.222
1,33,88,29.653
1,33,89,33.087
1,33,90,35.681
1,33,91,36.794
1,33,92,33.604
1,33,93,29.91
1,33,94,27.681
1,33,95,29.733
1,33,96,27.732
1,33,97,24.682
1,33,98,25.269
1,33,99,22.751
1,33,100,17.78
1,33,101,20.331
1,33,102,22.155
1,33,103,23.881
1,33,104,25.269
1,33,105,22.735
1,33,106,22.97
1,33,107,24.15
1,33,108,26.142
1,33,109,29.407
1,33,110,32.622
1,33,111,31.504
1,33,112,30.38
1,33,113,30.174
1,33,114,29.732
1,33,115,26.4
1,33,116,24.31
1,33,117,24.394
1,33,118,28.621
1,33,119,34.648
1,33,120,33.538000000000004
1,33,121,35.136
1,33,122,34.273
1,33,123,34.302
1,33,124,33.77
1,33,125,33.577
1,33,126,34.962
1,33,127,33.36
1,33,128,35.058
1,33,129,34.757
1,33,130,35.479
1,33,131,34.76
1,33,132,36.746
1,33,133,36.205
1,33,134,36.662
1,33,135,38.618
1,33,136,37.894
1,33,137,36.984
1,33,138,37.088
1,33,139,37.218
1,33,140,37.882
1,33,141,39.132
1,33,142,40.377
1,33,143,40.514
1,33,144,41.718
1,34,1,43.142
1,34,2,43.112
1,34,3,42.543
1,34,4,43.36600000000001
1,34,5,44.785
1,34,6,44.323
1,34,7,45.166
1,34,8,42.089
1,34,9,43.339
1,34,10,44.868
1,34,11,45.488
1,34,12,45.90600000000001
1,34,13,46.817
1,34,14,45.977
1,34,15,46.923
1,34,16,46.742
1,34,17,44.182
1,34,18,45.545
1,34,19,46.088
1,34,20,46.26300000000001
1,34,21,45.728
1,34,22,45.192
1,34,23,44.095
1,34,24,44.228
1,34,25,44.459
1,34,26,43.44300000000001
1,34,27,44.74
1,34,28,44.648
1,34,29,41.37600000000001
1,34,30,41.753
